id,name,name_upper,neighbourhood_group,price
1442495,Spacious Duplex in Fun & Hip Area,SPACIOUS DUPLEX IN FUN & HIP AREA,Brooklyn,300
1444400,Large Room In Newly Renovated Hell's Kitchen Apt.,LARGE ROOM IN NEWLY RENOVATED HELL'S KITCHEN APT.,Manhattan,112
1444924,New Law in New York | NO  rentals under 30 days..,NEW LAW IN NEW YORK | NO  RENTALS UNDER 30 DAYS..,Brooklyn,100
1445250,"1Bedroom, Seconds from L train","1BEDROOM, SECONDS FROM L TRAIN",Brooklyn,60
1445977,Spacious Loft in East Village,SPACIOUS LOFT IN EAST VILLAGE,Manhattan,232
1446009,Room in Colourful Williamsburg Apartment,ROOM IN COLOURFUL WILLIAMSBURG APARTMENT,Brooklyn,138
1446483,Cozy 1BD in Vibrant East Village,COZY 1BD IN VIBRANT EAST VILLAGE,Manhattan,140
1448703,Beautiful 1 Bedroom in Nolita/Soho ,BEAUTIFUL 1 BEDROOM IN NOLITA/SOHO ,Manhattan,5000
1449263,Beautiful Brooklyn Brownstone Apt,BEAUTIFUL BROOKLYN BROWNSTONE APT,Brooklyn,168
1449546,Cozy Studio in Flatbush,COZY STUDIO IN FLATBUSH,Brooklyn,100
1452786,"A beautiful, and quiet place to stay in NYC!!!","A BEAUTIFUL, AND QUIET PLACE TO STAY IN NYC!!!",Queens,150
1453049,Studio Apt in the heart of Bushwick,STUDIO APT IN THE HEART OF BUSHWICK,Brooklyn,95
1455804,One Bedroom Apt Near Central Park,ONE BEDROOM APT NEAR CENTRAL PARK,Manhattan,175
1456142,"Modern, cozy artist's escape in WV","MODERN, COZY ARTIST'S ESCAPE IN WV",Manhattan,220
1456352,Monthly Rental or more than 30 days for 6 people,MONTHLY RENTAL OR MORE THAN 30 DAYS FOR 6 PEOPLE,Manhattan,178
1457505,sunny beautiful studio apartment,SUNNY BEAUTIFUL STUDIO APARTMENT,Brooklyn,85
1458987,Room in My Apt. Rego Park Queens NY,ROOM IN MY APT. REGO PARK QUEENS NY,Queens,35
1460017,Lovely Factory Loft in Greenpoint!,LOVELY FACTORY LOFT IN GREENPOINT!,Brooklyn,129
1461721,3B. Private  Rm in Guesthouse Manhattan,3B. PRIVATE  RM IN GUESTHOUSE MANHATTAN,Manhattan,55
1461814,Zen Supersized Master Suite,ZEN SUPERSIZED MASTER SUITE,Brooklyn,69
1461873,"Cozy, quiet single room in Brooklyn brownstone","COZY, QUIET SINGLE ROOM IN BROOKLYN BROWNSTONE",Brooklyn,68
1461965,Private Bedroom WITH a Living room!,PRIVATE BEDROOM WITH A LIVING ROOM!,Brooklyn,69
1462341,Great Apt/Roof in Hells Kitchen,GREAT APT/ROOF IN HELLS KITCHEN,Manhattan,300
1465446,Historic Townhouse with Private Backyard,HISTORIC TOWNHOUSE WITH PRIVATE BACKYARD,Manhattan,175
1466081,JFK Jupiter Suites w/ Parking,JFK JUPITER SUITES W/ PARKING,Queens,59
1466534,Jupiter Suites- Rm #1 (JFK),JUPITER SUITES- RM #1 (JFK),Queens,59
1466552,ALL YOU NEED!! HK/TIME SQ./THEATER (READ REVIEWS),ALL YOU NEED!! HK/TIME SQ./THEATER (READ REVIEWS),Manhattan,169
1466688,Bright Apartment In Williamsburg,BRIGHT APARTMENT IN WILLIAMSBURG,Brooklyn,120
1467106,Bedford Stuyvesant Urban Hang Suite,BEDFORD STUYVESANT URBAN HANG SUITE,Brooklyn,155
1467238,Charming Prime Williamsburg 2 bedroom Entire home,CHARMING PRIME WILLIAMSBURG 2 BEDROOM ENTIRE HOME,Brooklyn,165
1467392,"VERY BIG, BEDROOM/ PRIVATE BATHROOM.","VERY BIG, BEDROOM/ PRIVATE BATHROOM.",Manhattan,60
1467618,1 min to Bedford Ave (L) Station,1 MIN TO BEDFORD AVE (L) STATION,Brooklyn,190
1469895,Bright and Spacious West Village Studio,BRIGHT AND SPACIOUS WEST VILLAGE STUDIO,Manhattan,150
1469955,Luxury 1 Bedroom Upper West,LUXURY 1 BEDROOM UPPER WEST,Manhattan,150
1470069,Sunny Apartment in Clinton Hill,SUNNY APARTMENT IN CLINTON HILL,Brooklyn,120
1471244,Cozy w/amazing city views by PS1,COZY W/AMAZING CITY VIEWS BY PS1,Queens,349
1471952,Jupiter Suites- Rm #2- (JFK),JUPITER SUITES- RM #2- (JFK),Queens,59
1472002,SHARED STUDIO AT MANHATTAN'S HEART BY C. PARK,SHARED STUDIO AT MANHATTAN'S HEART BY C. PARK,Manhattan,99
1472009,"Jupiter Suites, Rm #3- (JFK)","JUPITER SUITES, RM #3- (JFK)",Queens,59
1474752,Dope Williamsburg Apartment,DOPE WILLIAMSBURG APARTMENT,Brooklyn,110
1474980,Be my Guest! Cozy East Village apt!,BE MY GUEST! COZY EAST VILLAGE APT!,Manhattan,73
1475084,"Fun LES 1br, close to everything!","FUN LES 1BR, CLOSE TO EVERYTHING!",Manhattan,179
1475427,Cozy Twin for the NYC Win! [Gay/LGBT Friendly],COZY TWIN FOR THE NYC WIN! [GAY/LGBT FRIENDLY],Queens,102
1475631,BLYN BROWNSTONE CORZY CORNER in NYC,BLYN BROWNSTONE CORZY CORNER IN NYC,Brooklyn,62
1475661,Gorgeous Apt. 20 min to Manhattan!,GORGEOUS APT. 20 MIN TO MANHATTAN!,Queens,140
1476238,Spacious Midtown 1BR Apt - 4.5 Stars/21 Reviews,SPACIOUS MIDTOWN 1BR APT - 4.5 STARS/21 REVIEWS,Manhattan,300
1476484,Spacious Sunny SoHo-Awesome Locale!,SPACIOUS SUNNY SOHO-AWESOME LOCALE!,Manhattan,299
1478315,1 bedroom in heart of Fort Greene,1 BEDROOM IN HEART OF FORT GREENE,Brooklyn,104
1478946,"Prime Chelsea Location,Washer/Dryer","PRIME CHELSEA LOCATION,WASHER/DRYER",Manhattan,98
1479113,"Spacious, quiet room with private full bathroom.","SPACIOUS, QUIET ROOM WITH PRIVATE FULL BATHROOM.",Manhattan,49
1479283,"Great Chelsea Location, Couch/2nd bed, Free WiFi","GREAT CHELSEA LOCATION, COUCH/2ND BED, FREE WIFI",Manhattan,96
1479349,Sunny Private Room in Williamsburg,SUNNY PRIVATE ROOM IN WILLIAMSBURG,Brooklyn,80
1479731,Master Bedroom in Modern Loft Apt.,MASTER BEDROOM IN MODERN LOFT APT.,Brooklyn,89
1480002,Huge rm in 1500sq ft loft w/lots ,HUGE RM IN 1500SQ FT LOFT W/LOTS ,Manhattan,125
1481907,Charming BK Townhouse Home by Highland Park!,CHARMING BK TOWNHOUSE HOME BY HIGHLAND PARK!,Brooklyn,345
1483688,Peaceful Studio in Fort Greene,PEACEFUL STUDIO IN FORT GREENE,Brooklyn,150
1484031,"Private room in cozy Harlem, NY Apt","PRIVATE ROOM IN COZY HARLEM, NY APT",Manhattan,100
1484310,1 bed aprt best location in NewYork,1 BED APRT BEST LOCATION IN NEWYORK,Manhattan,120
1486099,All New Bohemian Chic 1BR Loft,ALL NEW BOHEMIAN CHIC 1BR LOFT,Brooklyn,149
1487222,2BR Sunlight & Secret Garden Apartment,2BR SUNLIGHT & SECRET GARDEN APARTMENT,Brooklyn,145
1489426,New york Multi-unit building,NEW YORK MULTI-UNIT BUILDING,Manhattan,390
1490223,Private Bed & Bath in a townhouse:Charm-Calm-Cozy-,PRIVATE BED & BATH IN A TOWNHOUSE:CHARM-CALM-COZY-,Bronx,60
1491991,Charming Brwnstn Duplex sleeps 5,CHARMING BRWNSTN DUPLEX SLEEPS 5,Brooklyn,190
1492286,West Village/SoHo Prvt Rm,WEST VILLAGE/SOHO PRVT RM,Manhattan,80
1492856,small room in bedstuy P,SMALL ROOM IN BEDSTUY P,Brooklyn,55
1494527,Huge Loft In South Williamsburg,HUGE LOFT IN SOUTH WILLIAMSBURG,Brooklyn,275
1496319,Private Huge 2br Williamsburg Artist Apartment!,PRIVATE HUGE 2BR WILLIAMSBURG ARTIST APARTMENT!,Brooklyn,250
1497024,New York City Historical Brownstone Ground Floor,NEW YORK CITY HISTORICAL BROWNSTONE GROUND FLOOR,Manhattan,100
1499635,Gorgeous apartment by Grand Central,GORGEOUS APARTMENT BY GRAND CENTRAL,Manhattan,600
1503618,"Private, quiet Antique room on first floor duplex","PRIVATE, QUIET ANTIQUE ROOM ON FIRST FLOOR DUPLEX",Brooklyn,66
1503670,Best location in Brooklyn!,BEST LOCATION IN BROOKLYN!,Brooklyn,65
1506985,Garden Rowhouse Duplex-2 bd/3 bth,GARDEN ROWHOUSE DUPLEX-2 BD/3 BTH,Manhattan,220
1507845,"Rare large modern garden studio, comfy; location!","RARE LARGE MODERN GARDEN STUDIO, COMFY; LOCATION!",Manhattan,159
1511216,Private room in 2 bedroom apartment,PRIVATE ROOM IN 2 BEDROOM APARTMENT,Brooklyn,70
1511303,Private fits 3 ppl. Prospect Park ,PRIVATE FITS 3 PPL. PROSPECT PARK ,Brooklyn,49
1511534,Huge Room with View in Bushwick!,HUGE ROOM WITH VIEW IN BUSHWICK!,Brooklyn,47
1512006,Designer Space For Families:  2 Bed | 2 Bath,DESIGNER SPACE FOR FAMILIES:  2 BED | 2 BATH,Manhattan,299
1514939,Bright Studio Apt on Prospect Park,BRIGHT STUDIO APT ON PROSPECT PARK,Brooklyn,79
1515026,"Garden Apartment, Ft. Greene","GARDEN APARTMENT, FT. GREENE",Brooklyn,115
1515611,"AMAZING, HUGE NEW YORK LOFT!","AMAZING, HUGE NEW YORK LOFT!",Brooklyn,229
1515659,Relax at our duplex + backyard,RELAX AT OUR DUPLEX + BACKYARD,Brooklyn,115
1515692,Beautiful Lower East Side Penthouse,BEAUTIFUL LOWER EAST SIDE PENTHOUSE,Manhattan,1100
1516120,Art Dealer's One of a Kind Williamsburg Aptartment,ART DEALER'S ONE OF A KIND WILLIAMSBURG APTARTMENT,Brooklyn,165
1517917,Elegant modern 1-bedroom in Bed-Stuy,ELEGANT MODERN 1-BEDROOM IN BED-STUY,Brooklyn,67
1519957,BedStuy with a View,BEDSTUY WITH A VIEW,Brooklyn,68
1519994,McSimon's | Queen Room | 10 mins from JFK,MCSIMON'S | QUEEN ROOM | 10 MINS FROM JFK,Brooklyn,85
1520806,HUGE 2BR+1BA Apt For Group Only 15 Min To NYCity,HUGE 2BR+1BA APT FOR GROUP ONLY 15 MIN TO NYCITY,Brooklyn,170
1521318,"modern, convenient safe Midwood, Brooklyn","MODERN, CONVENIENT SAFE MIDWOOD, BROOKLYN",Brooklyn,95
1521335,Private Room in Brooklyn Brownstone,PRIVATE ROOM IN BROOKLYN BROWNSTONE,Brooklyn,45
1523556,Simply brooklyn. Bedroom with office off L train.,SIMPLY BROOKLYN. BEDROOM WITH OFFICE OFF L TRAIN.,Brooklyn,178
1524017,CHELSEA BROWNSTONE 1BRM GARDEN APT ,CHELSEA BROWNSTONE 1BRM GARDEN APT ,Manhattan,140
1524302,Huge 1 Bedroom Loft at Habitat 101!,HUGE 1 BEDROOM LOFT AT HABITAT 101!,Brooklyn,149
1524562,Stuyvesant Heights Townhouse,STUYVESANT HEIGHTS TOWNHOUSE,Brooklyn,89
1524711,Sunny 1-Bedroom Apartment: Astoria,SUNNY 1-BEDROOM APARTMENT: ASTORIA,Queens,108
1524895,NYC apartment! Bright and spacious!,NYC APARTMENT! BRIGHT AND SPACIOUS!,Manhattan,138
1525602,Perfect Temporary Brooklyn Home,PERFECT TEMPORARY BROOKLYN HOME,Brooklyn,115
1526741,Comfy Couch in a nice and safe apt!!,COMFY COUCH IN A NICE AND SAFE APT!!,Manhattan,69
1530386,A Lovely 2br in Chelsea,A LOVELY 2BR IN CHELSEA,Manhattan,269
1530660,Boutique Williamsburg Duplex Apartment,BOUTIQUE WILLIAMSBURG DUPLEX APARTMENT,Brooklyn,160
1530919,2bd in heart of Soho/Little Italy!,2BD IN HEART OF SOHO/LITTLE ITALY!,Manhattan,150
1533652,Charming Central Park Studio: Summer Park Strolls!,CHARMING CENTRAL PARK STUDIO: SUMMER PARK STROLLS!,Manhattan,121
1533807,Sunny Spacious Dwelling,SUNNY SPACIOUS DWELLING,Brooklyn,95
1534212,Great  studio with 2 rooms and kitchen,GREAT  STUDIO WITH 2 ROOMS AND KITCHEN,Brooklyn,99
1534782,Cozy,COZY,Brooklyn,40
1535607,"EV, Hippest East Village","EV, HIPPEST EAST VILLAGE",Manhattan,89
1538077,New Listing!  Terrific Price.,NEW LISTING!  TERRIFIC PRICE.,Brooklyn,50
1542279,nice room in bedstuy L,NICE ROOM IN BEDSTUY L,Brooklyn,55
1546518,"Sunny, pretty Park Slope 3+ bed apt","SUNNY, PRETTY PARK SLOPE 3+ BED APT",Brooklyn,224
1546678,One Bedroom in Astoria NY,ONE BEDROOM IN ASTORIA NY,Queens,120
1546945,(1) CLEAN HOME AWAY FROM HOME!,(1) CLEAN HOME AWAY FROM HOME!,Queens,59
1549413,Beautiful Studio in Heart of Harlem,BEAUTIFUL STUDIO IN HEART OF HARLEM,Manhattan,135
1551044,Nexus of the Universe!,NEXUS OF THE UNIVERSE!,Manhattan,175
1552242,Single family home 2 bedrooms  2 bathrooms,SINGLE FAMILY HOME 2 BEDROOMS  2 BATHROOMS,Queens,250
1555919,East Village New Luxury Bldg - 1BR,EAST VILLAGE NEW LUXURY BLDG - 1BR,Manhattan,156
1559435,Gorgeous & Spacious Full 1 BR Apt,GORGEOUS & SPACIOUS FULL 1 BR APT,Brooklyn,75
1559912,Quiet Large 1BR Near Columbia,QUIET LARGE 1BR NEAR COLUMBIA,Manhattan,79
1560339,Entire Modern Studio Apartment/Prime Location,ENTIRE MODERN STUDIO APARTMENT/PRIME LOCATION,Manhattan,104
1560408,Airy Designer Loft in Williamsburg,AIRY DESIGNER LOFT IN WILLIAMSBURG,Brooklyn,280
1564553,Cozy Room in Best Downtown NYC Location,COZY ROOM IN BEST DOWNTOWN NYC LOCATION,Manhattan,80
1566326,Studio in South Williamsburg,STUDIO IN SOUTH WILLIAMSBURG,Brooklyn,136
1567225,"NYC LARGE 3 BR West Side Manhattan, New York City","NYC LARGE 3 BR WEST SIDE MANHATTAN, NEW YORK CITY",Manhattan,550
1569396,Ditmas Park Carriage House Loft,DITMAS PARK CARRIAGE HOUSE LOFT,Brooklyn,190
1570204,SPECIAL OFFER* 1BDR IN EAST VILLAGE,SPECIAL OFFER* 1BDR IN EAST VILLAGE,Manhattan,199
1571455,"NEW YORK,  Queens    ""  WELCOME  "" ","NEW YORK,  QUEENS    ""  WELCOME  "" ",Queens,75
1572815,Private room - Heart of East Village,PRIVATE ROOM - HEART OF EAST VILLAGE,Manhattan,100
1573068,COZY STUDIO,COZY STUDIO,Manhattan,125
1576883,Entire Floor of Brooklyn Brownstone,ENTIRE FLOOR OF BROOKLYN BROWNSTONE,Brooklyn,75
1578103,Private room in Harlem gem with fab New Yorkers!,PRIVATE ROOM IN HARLEM GEM WITH FAB NEW YORKERS!,Manhattan,99
1578721,"Huge, Sunny Greenpoint Flat","HUGE, SUNNY GREENPOINT FLAT",Brooklyn,35
1578776,Nice private room in Astoria,NICE PRIVATE ROOM IN ASTORIA,Queens,51
1581579,★★★★★- Lux Astoria |❤of NYC| Near subway/Manhattan,★★★★★- LUX ASTORIA |❤OF NYC| NEAR SUBWAY/MANHATTAN,Queens,188
1582540,1-bedroom APT SoHo / NoLITa,1-BEDROOM APT SOHO / NOLITA,Manhattan,90
1583111,Modern Design in Sunny Duplex,MODERN DESIGN IN SUNNY DUPLEX,Brooklyn,279
1583335,West Village 2 br 850 sf - right by the Hudson!,WEST VILLAGE 2 BR 850 SF - RIGHT BY THE HUDSON!,Manhattan,350
1583653,Private room and bathroom,PRIVATE ROOM AND BATHROOM,Manhattan,125
1584060,"Safe upscale room, Flatbush, Brooklyn, near subway","SAFE UPSCALE ROOM, FLATBUSH, BROOKLYN, NEAR SUBWAY",Brooklyn,85
1586454,Private Room With Patio In Queens,PRIVATE ROOM WITH PATIO IN QUEENS,Queens,48
1586576,Private Bedroom in QUEENS,PRIVATE BEDROOM IN QUEENS,Queens,56
1586641,SALE- SUNNY MASTER BEDROOM NEAR MANHATTAN,SALE- SUNNY MASTER BEDROOM NEAR MANHATTAN,Brooklyn,84
1586773,Beautiful Brownstone in West Harlem,BEAUTIFUL BROWNSTONE IN WEST HARLEM,Manhattan,155
1586935,Luxury Gramercy Lg 1Bd w Balcony,LUXURY GRAMERCY LG 1BD W BALCONY,Manhattan,250
1588221,Large 2 BR Loft Downtown NY,LARGE 2 BR LOFT DOWNTOWN NY,Manhattan,300
1589248,Hip Apartment in Williamsburg,HIP APARTMENT IN WILLIAMSBURG,Brooklyn,140
1589715,Private: The Brass Room,PRIVATE: THE BRASS ROOM,Manhattan,120
1591811,Sunlit apartment in Williamsburg,SUNLIT APARTMENT IN WILLIAMSBURG,Brooklyn,99
1593444,Designer Home in Village Center,DESIGNER HOME IN VILLAGE CENTER,Manhattan,240
1596314,Gorgeous charming Manhattan 1bdrm Alexa Smart Home,GORGEOUS CHARMING MANHATTAN 1BDRM ALEXA SMART HOME,Manhattan,72
1598012,"Close to the city, Astoria","CLOSE TO THE CITY, ASTORIA",Queens,45
1598033,Staten Island Apartment - 2nd floor,STATEN ISLAND APARTMENT - 2ND FLOOR,Staten Island,250
1598328,Room in heart of the West Village!,ROOM IN HEART OF THE WEST VILLAGE!,Manhattan,100
1598785,SUNNY STUDIO MIDTOWN EAST W/DOORMAN,SUNNY STUDIO MIDTOWN EAST W/DOORMAN,Manhattan,175
1598863,1Br apt + backyard -east village,1BR APT + BACKYARD -EAST VILLAGE,Manhattan,200
1600917,"Jupiter Suites, Rm #4 w/Bthrm-(JFK)","JUPITER SUITES, RM #4 W/BTHRM-(JFK)",Queens,59
1601955,"Cozy, QUIET Dream Home in SEAPORT","COZY, QUIET DREAM HOME IN SEAPORT",Manhattan,420
1604488,Private room with stunning view,PRIVATE ROOM WITH STUNNING VIEW,Brooklyn,120
1604489,Spacious and modern Chelsea loft,SPACIOUS AND MODERN CHELSEA LOFT,Manhattan,295
1606312,Williamsburg 2BR 2BA Hotel Condo,WILLIAMSBURG 2BR 2BA HOTEL CONDO,Brooklyn,200
1608220,The Heart of Bushwick!,THE HEART OF BUSHWICK!,Brooklyn,48
1609672,CENTRAL PARK/ TIMES SQUARE,CENTRAL PARK/ TIMES SQUARE,Manhattan,99
1613110,Sunny Studio Loft @ Habitat 101,SUNNY STUDIO LOFT @ HABITAT 101,Brooklyn,129
1614817,PRIME apartment in East Village!,PRIME APARTMENT IN EAST VILLAGE!,Manhattan,160
1614869,"Cute, quirky Park Slope Jr 1 bdroom","CUTE, QUIRKY PARK SLOPE JR 1 BDROOM",Brooklyn,142
1614964,Charming Room in Astoria!!,CHARMING ROOM IN ASTORIA!!,Queens,120
1615764,,,Manhattan,400
1616540,Modern Clean 1 Bedroom apt  in Clinton Hill,MODERN CLEAN 1 BEDROOM APT  IN CLINTON HILL,Brooklyn,130
1617443,Great Artistic Studio in Historic Building,GREAT ARTISTIC STUDIO IN HISTORIC BUILDING,Manhattan,85
1617488,Rooftop Oasis in Brooklyn for Shoots & Gigs,ROOFTOP OASIS IN BROOKLYN FOR SHOOTS & GIGS,Brooklyn,600
1619695,Only 10 mins to CENTRAL PARK! :),ONLY 10 MINS TO CENTRAL PARK! :),Manhattan,69
1620225,Charming studio in Williamsburg,CHARMING STUDIO IN WILLIAMSBURG,Brooklyn,150
1620248,Large furnished 2 bedrooms- - 30 days Minimum,LARGE FURNISHED 2 BEDROOMS- - 30 DAYS MINIMUM,Manhattan,10
1621235,An artist place in Bedstuy,AN ARTIST PLACE IN BEDSTUY,Brooklyn,87
1623431,Enormous Chrysler-View Bedroom/Bath,ENORMOUS CHRYSLER-VIEW BEDROOM/BATH,Manhattan,249
1624665,"Bushwick Biodome Loft, Fun & Unique, Great View!","BUSHWICK BIODOME LOFT, FUN & UNIQUE, GREAT VIEW!",Brooklyn,65
1628156,A Tree Grows in Brooklyn,A TREE GROWS IN BROOKLYN,Brooklyn,175
1628564,Stylish Room on Express Line to Midtown,STYLISH ROOM ON EXPRESS LINE TO MIDTOWN,Manhattan,79
1630572,Private Room in Designer's NYC Apt,PRIVATE ROOM IN DESIGNER'S NYC APT,Manhattan,194
1631845,1 bedroom apartment in NYC,1 BEDROOM APARTMENT IN NYC,Manhattan,150
1633313,Bohemian W'Burg Duplex,BOHEMIAN W'BURG DUPLEX,Brooklyn,241
1633420,NYC Harlem cozy private room,NYC HARLEM COZY PRIVATE ROOM,Manhattan,80
1633924,Smart Family 1BD Retreat in Bedstuy,SMART FAMILY 1BD RETREAT IN BEDSTUY,Brooklyn,120
1635088,Cosy studio in great location at  UES,COSY STUDIO IN GREAT LOCATION AT  UES,Manhattan,155
1635672,Cute studio apt in West Village,CUTE STUDIO APT IN WEST VILLAGE,Manhattan,150
1640995,One bedroom apartment - UES,ONE BEDROOM APARTMENT - UES,Manhattan,140
1644133,Large Spacious Apt For Sublet,LARGE SPACIOUS APT FOR SUBLET,Brooklyn,90
1644146,"Quaint, beautiful studio Brooklyn","QUAINT, BEAUTIFUL STUDIO BROOKLYN",Brooklyn,150
1645181,Lovely Brownstone-- Close to Subway,LOVELY BROWNSTONE-- CLOSE TO SUBWAY,Brooklyn,135
1645196,Park Slope 1BR with Private Outdoor Space,PARK SLOPE 1BR WITH PRIVATE OUTDOOR SPACE,Brooklyn,140
1645667,Truly A Sweet Home away from Home.,TRULY A SWEET HOME AWAY FROM HOME.,Brooklyn,130
1645772,"Private Entrance/Bath, 2 story Apt.","PRIVATE ENTRANCE/BATH, 2 STORY APT.",Manhattan,150
1645915,Cozy 1.5BD in Parkslope Brooklyn,COZY 1.5BD IN PARKSLOPE BROOKLYN,Brooklyn,115
1646432,Beautiful Home Away From Home!,BEAUTIFUL HOME AWAY FROM HOME!,Brooklyn,130
1646838,1 BR apt in heart of the Village,1 BR APT IN HEART OF THE VILLAGE,Manhattan,380
1646910,"Bright, Cheerful Brooklyn Apartment","BRIGHT, CHEERFUL BROOKLYN APARTMENT",Brooklyn,115
1649957,GRACIOUS HARLEM 1 BEDROOM,GRACIOUS HARLEM 1 BEDROOM,Manhattan,125
1650470,Spacious room in Bushwick L & JMZ !,SPACIOUS ROOM IN BUSHWICK L & JMZ !,Brooklyn,65
1651595,"Cozy Apartment, 30 min train ride to Times Square!","COZY APARTMENT, 30 MIN TRAIN RIDE TO TIMES SQUARE!",Queens,110
1652236,Amazing Spacious Room,AMAZING SPACIOUS ROOM,Brooklyn,31
1652996,Large Charming 1 BR + Den  in  Brownstone Apt,LARGE CHARMING 1 BR + DEN  IN  BROWNSTONE APT,Brooklyn,135
1654551,"West Village: Cozy, Quiet 1BR Apt","WEST VILLAGE: COZY, QUIET 1BR APT",Manhattan,200
1654561,Cozy room in bed-stuy,COZY ROOM IN BED-STUY,Brooklyn,212
1654713,Brooklyn Wildlife Loft rm 2,BROOKLYN WILDLIFE LOFT RM 2,Brooklyn,40
1654738,GREAT BRAND NEW 1 BED! TIMES SQ!!!!,GREAT BRAND NEW 1 BED! TIMES SQ!!!!,Manhattan,80
1654929,COZY GARDEN APT IN BKLYN BROWNSTONE,COZY GARDEN APT IN BKLYN BROWNSTONE,Brooklyn,95
1655550,Gorgeous NewModern_BestLocation!NYC,GORGEOUS NEWMODERN_BESTLOCATION!NYC,Manhattan,185
1655824,Art House Suite,ART HOUSE SUITE,Brooklyn,100
1655880,"4BD, 2 Bath Apt Flatiron on 6th Ave","4BD, 2 BATH APT FLATIRON ON 6TH AVE",Manhattan,1200
1656254,Habitat 101. Amazing 1br Loft Apartment,HABITAT 101. AMAZING 1BR LOFT APARTMENT,Brooklyn,149
1656539,West Village townhouse private suite incl bath,WEST VILLAGE TOWNHOUSE PRIVATE SUITE INCL BATH,Manhattan,139
1656585,Sunny 1bd - Near SOHO Washington SQ,SUNNY 1BD - NEAR SOHO WASHINGTON SQ,Manhattan,226
1656621,Classic Brownstone private suite,CLASSIC BROWNSTONE PRIVATE SUITE,Brooklyn,74
1657110,Luxury & Charm.  Steps from Christopher Park!,LUXURY & CHARM.  STEPS FROM CHRISTOPHER PARK!,Manhattan,195
1658703,Close to trains! Special long-term rates!!,CLOSE TO TRAINS! SPECIAL LONG-TERM RATES!!,Brooklyn,104
1664209,2000 SQ FT Spacious Artist Loft in SOHO,2000 SQ FT SPACIOUS ARTIST LOFT IN SOHO,Manhattan,275
1664614,Great Views on Upper West Side,GREAT VIEWS ON UPPER WEST SIDE,Manhattan,310
1664716,apartment in heart of East Village ,APARTMENT IN HEART OF EAST VILLAGE ,Manhattan,145
1665498,"3rd FL, Private Suite w Own Bath & Study Area","3RD FL, PRIVATE SUITE W OWN BATH & STUDY AREA",Staten Island,75
1668328,Quiet Williamsburg apartment,QUIET WILLIAMSBURG APARTMENT,Brooklyn,99
1669149,Beautiful Modern Midtown Apartment,BEAUTIFUL MODERN MIDTOWN APARTMENT,Manhattan,250
1669250,Large Studio w/ Entertainment Room!,LARGE STUDIO W/ ENTERTAINMENT ROOM!,Manhattan,104
1670517,Union Square area 1BD Apartment,UNION SQUARE AREA 1BD APARTMENT,Manhattan,250
1672860,New**Beauty**W50's_Luxury&BALCONY!!,NEW**BEAUTY**W50'S_LUXURY&BALCONY!!,Manhattan,150
1672977,NEW_2BR_PrivateRoof&CityView_Beauty,NEW_2BR_PRIVATEROOF&CITYVIEW_BEAUTY,Manhattan,195
1673040,NEW_Duplex_BreathtakingViews_Beauty,NEW_DUPLEX_BREATHTAKINGVIEWS_BEAUTY,Manhattan,350
1673338,Comfortable Room + Kitty + Food,COMFORTABLE ROOM + KITTY + FOOD,Brooklyn,75
1677887,Charming LG Bedroom by Park & Train,CHARMING LG BEDROOM BY PARK & TRAIN,Brooklyn,80
1678809,Sunny Spacious Retro 1 Bedroom,SUNNY SPACIOUS RETRO 1 BEDROOM,Brooklyn,96
1682258,Big Studio Apt Convenient Gramercy,BIG STUDIO APT CONVENIENT GRAMERCY,Manhattan,200
1682282,Private room in  MANHATTAN NYC,PRIVATE ROOM IN  MANHATTAN NYC,Manhattan,90
1682958,Beautiful Cozy Room Great Price!,BEAUTIFUL COZY ROOM GREAT PRICE!,Queens,79
1683227,Clean room near Columbia Univ,CLEAN ROOM NEAR COLUMBIA UNIV,Manhattan,220
1683968,Landmark Loft in Williamsburg Brooklyn 1 month min,LANDMARK LOFT IN WILLIAMSBURG BROOKLYN 1 MONTH MIN,Brooklyn,224
1684053,Arverne By The Bay Private Room & Bathroom,ARVERNE BY THE BAY PRIVATE ROOM & BATHROOM,Queens,35
1687108,"Private, Clean and Comfortable NY","PRIVATE, CLEAN AND COMFORTABLE NY",Queens,70
1688711,Luxury Room in Landmark House,LUXURY ROOM IN LANDMARK HOUSE,Brooklyn,85
1688914,Strivers Row Sanctuary in Harlem - Monthly,STRIVERS ROW SANCTUARY IN HARLEM - MONTHLY,Manhattan,110
1690764,One very large room two beds,ONE VERY LARGE ROOM TWO BEDS,Brooklyn,65
1691188,4 bedroom 2Bath apt Maspeth Queens,4 BEDROOM 2BATH APT MASPETH QUEENS,Queens,200
1691798,Beautiful apt in the heart of LES,BEAUTIFUL APT IN THE HEART OF LES,Manhattan,249
1692823,ON A BUDGET COZY IN BROOKLYN In NYC,ON A BUDGET COZY IN BROOKLYN IN NYC,Brooklyn,62
1693028,Private Room with adjoining bathroom,PRIVATE ROOM WITH ADJOINING BATHROOM,Bronx,50
1693171,BLYN SPECIAL BUDGET PRICE IN  NYC,BLYN SPECIAL BUDGET PRICE IN  NYC,Brooklyn,62
1693524,1 rm @ 3BR loft williamsburg room 3,1 RM @ 3BR LOFT WILLIAMSBURG ROOM 3,Brooklyn,50
1695731,1BR Apt in Murray Hill/Midtown,1BR APT IN MURRAY HILL/MIDTOWN,Manhattan,55
